#iID	s3DModel	sMaxImage	sAllImage	sMemberImage	sSmallImage	iFriendly	sNpcName	sIntroduction	iGenderType	iMartialType	sTitle	后日谈ID
999019	TL_dragon	B100004	100004	M100004	S100004	0	厲蒼龍	本名厲蒼龍，天龍八部之龍，現任天龍教教主。與兄長相比，龍王行事更加霸道乖戾，武功手段更為狠毒。龍王的唯一目標，就是稱霸武林。	1	1	龍王	0
999020	TL_xiuluo	B100006	100006	M100006	S100006	0	樊未離	本名樊未離，天龍八部之阿修羅。武功莫測高深，個性狂野不羈，常著一襲藍色披風。與任天翔有過一段感情糾葛，卻又反目成仇。極少在江湖露面。	0	1	阿修羅	0
999021	TL_naluo	B100007	100007	M100007	S100007	0	納蘭衍	本名納蘭衍，天龍八部之緊那羅。常常與乾達婆一起行動，擅長歌舞。容姿極為出眾。天王心腹。	0	1	緊那羅	0
999022	TL_bitch	B100008	100008	M100008	S100008	1	凌香兒	小名香兒，天龍八部之乾達婆，性情溫和的女性。喜彈琴，好音樂，不喜與人交往。天王心腹，同時有另外一個身份，為江南第一名妓，艷名遠播，但是賣藝不賣身。	0	1	乾達婆	0
999023	TL_eagle	B100009	100009	M100009	S100009	0	任天翔	本名任天翔，天龍八部之迦樓羅，武功高強，個性豪達，不拘小節。忠於老教主天王，與龍王不合。	1	1	迦樓羅	0
999024	TL_mohu	B100010	100010	M100010	S100010	0	羅蛇君	本名羅蛇君，天龍八部之摩呼羅迦，天龍教中使毒的高手。個性陰沉，行事毒辣，在江湖中惡名遠播。隸屬於龍王麾下，專司籠絡武林各大門派的勢力。	1	1	摩呼羅迦	0
999025	TL_eastxi	B100012	100012	M100012	S100012	0	東方曦	與卓人清並列當年少年英雄會的冠軍，為人忠厚耿直，性格木訥。受師命臥底於西域天龍教，後因認同天王理念而產生了動搖。深愛著妻子宮夕瑤。後因龍王與玄冥子安排的毒計，陷身於莫大災禍之中，終為正邪兩道所不容。	1	1	左護法	0
999026	TL_gongxiyao	B100013	100013	M100013	S100013	0	宮夕瑤	天王義女，也是東方曦的妻子，溫柔，貌美，體貼。外柔內剛，有著極為堅強的內心。師承百花樓，是乾達婆、緊那羅還有仙音的師妹。	0	1	玉笛雅仙	0
999027	TL_guard01	B610166	610166	M610166	S610166	0	婆竭羅	天龍教四天王之一，外表雌雄莫辨，個性冷酷，以玩弄敵人為樂。相當迷戀於自己的美貌自称天龙双娇之一。	1	1	四天王	0
999028	TL_guard02	B610167	610167	M610167	S610167	0	攝濕生	天龍教四天王之一，來自天竺國，是硬氣功的高手。赤紅的手掌是長期以硃砂修練掌功所致，威力足可劈石破玉。	1	1	四天王	0
999029	TL_guard03	B610168	610168	M610168	S610168	0	自在天	天龍教四天王之一，擅長舞蹈與絲竹，擅使日月雙輪，曾代阿修羅傳功給修羅宮門人。	0	1	四天王	0
999030	TL_guard08	B610169	610169	M610169	S610169	0	持國天	天龍教四天王之一，年紀最長，掌法造詣出神入化，據說其實力並不在八部眾之下。	1	1	四天王	0
999031	DL_blue	B100058	100058	M100058	S100058	0	蓝婷	毒龙教教主。喜欢养毒蛇，能炼制传说中苗族人的蛊毒，还善于配置各种剧毒。喜欢吹洞箫，口哨也很好。	0	0	毒龙教主	0
999032	DL_yellow	B100067	100067	M100067	S100067	0	黄娟	千娇百媚，艳若桃李，武功极高。	0	0	蛇蝎美人	0
999033	DL_pupil	B100068	100068	M100068	S100068	0	毒龙教弟子	毒龙教弟子	0	0	毒龙教弟子	0
999034	ETC_salamande	B910001	910001	0	S910001	0	五毒蛇成年体	居住在五毒教的聖物，尖牙上閃爍著見血封喉的碧綠毒芒，讓人望而生畏。	1	44	五毒魔蛇	0
999035	Etc_Taya	B200024	200024	M200024	S200024	0	天山童姥	天山缥缈峰灵鹫宫主人，逍遥派前任掌门逍遥子的大弟子，无崖子和李秋水的师姐。精通暗器生死符，传说杀人不用第二招，而且医术高明。因居住于天山，且身材永如女童因此自号“天山童姥”。	0	2	天山童姥	0
999036	TL_ghost2	B100011	100011	M100011	S100011	0	姬如雪	本名姬如雪，天龍八部之夜叉，身著紅衣的豔美女子。擅長輕功，邪氣逼人，龍王麾下的第一戰將，不過好像有著悲慘的過去。	1	2	夜叉	0
999037	TL_ghost2	B100011	100011	M100011	S100011	0	姬無雙	本名姬無雙，天龍八部之夜叉，身著紅衣的豔美女子。擅長輕功，邪氣逼人，龍王麾下的第一戰將，不過好像有著悲慘的過去。	1	2	夜叉	0
999038	LY_fishergirl	0	100152	0	0	0	许彤	许媛的孪生妹妹	0	0	江湖游侠	0
999039	Guanfu_flower	B999039	999039	M999039	S999039	0	流梦星璃	有着足以倾倒天下美女的容颜，且武功深不可测。	1	0	侠骨柔情	0
999040	Guanfu_bird	B990025	990025	M990025	S990025	0	李相赫	高丽第一高手，貌似对于忍术也十分精通！	1	0	影流之主	0
999041	LY_vseller	B999001	999001	M999001	0	0	冬梅	0	1	0	江湖游侠	0
999042	SL_Pupil	B100049	100049	M100049	S100049	0	南宫飞	早些年献祭自己的母亲贿赂天龙教舵主加入天龙教，干些奸淫掳掠的坏事，而后背叛天龙教勾结倭寇谋财害命，面对天龙教官府追杀后躲入少林。	1	4	三姓家奴	0
999043	Etc_girl01	B999005	999005	M999005	S999005	0	李思秀	从小生长在海边的小渔村，听着水手讲述着大海的故事，一直梦想着有一天能够走出这小渔村，见识外面的世界。	1	0	江湖游侠	0
999044	Robber_Heifon	B100111	100111	M100111	S100111	0	王柏勤	从小生长在海边的小渔村，恋慕这青梅竹马的李思秀，可是少女一心向往着渔村外面的世界，不得已……做了卖国贼。	1	4	带路党	0
999045	Etc_jp01	B100144	100144	M100144	S100144	0	东瀛倭寇	东瀛倭寇	1	25	东瀛倭寇	0
999046	Etc_jp02	B100145	100145	M100145	S100145	0	东瀛浪人	号称东瀛第一高手，渡海而来，四处踢馆，是个武道狂人。	1	25	拔刀千人斩	0
999047	Etc_jp02	B999047	999047	M999047	S100145	0	侍	来自东瀛的剑术高手，其背景身分皆不详。	1	25	东瀛剑圣	0
999048	TL_gongxiyao	B999002	999002	M999002	S999002	0	黄雨柔	流浪街头的美丽女子，擅长吹箫;对于武学有着常人难以理解的天赋；可谓是德艺双馨，身份神秘。	0	0	德艺双馨	0
999049	killer_sex	B999014	999014	M999014	S999014	0	花道常	传闻千面狐有一千张脸，雌雄莫辨，善恶难分，正所谓：‘裙罗曳地苏流畔，醉海潮声不知卿。	0	0	千面狐	0
999050	HZ_bitch01	B999003	999003	M999003	S999003	0	青儿	传闻千面狐有一千张脸，雌雄莫辨，善恶难分，正所谓：‘裙罗曳地苏流畔，醉海潮声不知卿。	0	0	千面狐	0
999051	HZ_bitch02	B999004	999004	M999004	S999004	0	水仙	传闻千面狐有一千张脸，雌雄莫辨，善恶难分，正所谓：‘裙罗曳地苏流畔，醉海潮声不知卿。	0	0	千面狐	0
999052	Lier_zhao	B999007	999007	M999007	S999007	0	翡翠	自小父母双亡，与弟弟相依为命，小小的年纪便做着各种工作，一个人把弟弟拉扯大。	0	0	国欠姐	0
999053	WS_ pupil1	B100246	100246	M100246	S100246	0	纳葛随	华山派弟子，一直仰慕华山派镇派明珠曹萼华，可惜被那天杀的谷月轩给骗走了！夺妻之恨不共戴天！	1	23	那个谁	0
999054	Monkey	B360032	360032	M360032	S360032	0	丰臣秀吉	农民家庭出身，原名木下滕吉郎，将丹羽长秀和柴田胜家的名字各取一字将改姓羽柴。继室町幕府之后，首次统一日本的厉害角色。	1	25	东瀛关白	0
999055	killer_king	B200013	200013	M200013	S200013	0	完颜阿骨打	东北金人的王爷，完颜赛尔康的哥哥。武学天赋异禀。	1	37	塞北之虎	0
999056	SL_wdien	B999015	999015	M999015	S999015	0	阳炎	冥火僧原名阳炎，擅长使用各种火器。	0	0	冥火僧	0
999057	Guanfu_killer	B999017	999017	M999017	S999017	0	冷月	金刀佛原名袁笑之，代号冷月，擅长刀法。	0	0	金刀佛	0	
999058	Guanfu_you	B210055	210055	M210055	S210055	0	游进	戴着罗剎面具，以恶鬼形象威吓贼寇的锦衣卫指挥使。位阶三品，实力精强，不下于任何一个名门正派的掌门。	1	11	铁面罗剎	0
999059	Guanfu_Feng	B200043	200043	M200043	S200043	0	封青霄	少林俗家弟子，锦衣卫中人，是个百年难得一见的练武奇才。	1	11	青天灼日	0
999060	Robber_Heifon	B100111	100111	M100111	S100111	0	江洋大盗	恶名昭彰的江洋大盗，也是朝廷悬赏的对象。打倒他们的话，可以上朝廷领取花红。	1	27	恶贯满盈	0
999061	WS_ pupil1	B100246	100246	M100246	S100246	0	弦劍山莊弟子	弦劍山莊入室弟子，欺软怕硬的货色	1	30	琴剑双绝	0
999062	Ghost_woman	B879008	879008	M999062	S879008	0	孟倩思	酆都的斥候，隐身于台面之下，负责刺探与情报搜集。擅使迷魂术，配合其美色时常可以套出一些极其隐密的情报。	0	40	忘魂汤	0
999063	TL_eat	B100126	100126	M100126	S100126	0	吃	贪嘴好食的大胃王，每到一处，必吃遍当地美食，而且从不付账。	1	33	七大恶人	0
999064	TL_drink	B100127	100127	M100127	S100127	0	喝	暴躁粗鲁，膂力惊人。酒量奇大，千杯不醉。常与人以酒赌命，却从未输过，相反因此丧生在其拳下的江湖人却不计其数。	1	33	七大恶人	0
999065	TL_sex	B100128	100128	M100128	S100128	0	嫖	为人好色，轻功奇佳。常常出入民家，不知祸害过多少良家女子。名言是：「女人说不要，那就是要！」	1	33	七大恶人	0
999066	TL_gamble	B100129	100129	M100129	S100129	0	赌	性格贪婪，嗜赌如命，和他做任何交易都必须通过赌局。精于各种赌术，且千术高超，从未失手。心机深重，虽在四大凶徒中名列最末，却实为四人中的智囊。	1	33	七大恶人	0
999067	Etc_hsu1	0	999067	0	0	1	朱友珪	大明王朝当任皇帝，喜爱游山玩水，完全不理政事，是个不折不扣的昏君！	1	0	千古一帝	0
999068	Guanfu_pupil	B100117	100117	M100117	S100117	0	皇帝亲军	大内高手，但是由于常年陪伴昏君花天酒地，早已不复当年之勇！	1	11	大内高手	0
999069	Ghost_dragon	B200027	200027	M200027	S200027	1	敖广	酆都东海分舵舵主，原东海龙宫帮主。早年曾率众与倭寇相抗，挟制东南沿海贸易商路，为人虽然利字当头，但却出乎意料是个十分重义气的好汉。	1	40	海龙王	0
999070	LY_BonBon	B990035	990035	M990035	S990035	0	神火兵	经过改良的黑火药炮兵	1	11	神机营精锐	0
999071	Menpai_water	B200016	200016	M200016	S200016	1	水盼盼	峨嵋派弟子，是个英气蓬勃的女侠。个性干练果断，恩怨分明，素来有巾帼不让须眉的美誉，亦是上届少年英雄会探花，排名仅在谷月轩与萧复之下。	0	32	冰心女侠	0
999072	Menpai_xiaofu	B200020	999072	M200020	S200020	1	萧复的头	好船恒久远，一艘永流传！	1	30	niceboat	0
999073	TS_Juan	B999073	999073	M999073	S999073	1	沈欺霜	峨嵋派现任掌门，实力强大，早年被未婚夫王小虎抛弃，故而恨尽天下男人！	0	32	灭绝师太	0
999074	Menpai_water	B200016	200016	M200016	S200016	1	峨嵋派弟子	峨嵋派弟子。	0	32	峨嵋弟子	0
999075	WD_master	B100038	100038	M100038	S100038	0	卓人清	现任武当掌门，与易兰有一段不为人知的过往。因方云华人品不佳、性格跋扈，担心武当的未来。有意要将掌门之位传于武功平平，却为人敦厚的古实，却不料就此埋下武当内乱的隐忧。	1	3	真武道人	0





